OTU,mean.group1.,variance.group1.,stderr.group1.,mean.group2.,variance.group2.,stderr.group2.,p.value,sum.groupmeans,FDR.q.value,Taxonomy
Otu098,0,0,0,0.000225,0,0.000225,0.405582,1.999997,0.993619358,Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Flavonifractor(100);
Otu101,2.80E-05,0,2.80E-05,9.70E-05,0,9.70E-05,0.345133,1.999997,0.993619358,Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Anaerostipes(100);
Otu109,0.00062,2.00E-06,0.000558,0,0,0,0.278791,1.999997,0.993619358,Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Neisseriales(100);Neisseriaceae(100);Neisseria(100);
Otu110,0.007606,0.000463,0.007606,0,0,0,0.363275,1.999997,0.993619358,Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Paraprevotella(100);
Otu131,2.80E-05,0,2.80E-05,9.70E-05,0,6.70E-05,0.345133,1.999997,0.993619358,Bacteria(100);Actinobacteria(100);Actinobacteria(100);Coriobacteriales(100);Coriobacteriaceae(100);Paraeggerthella(100);
Otu133,5.60E-05,0,3.70E-05,0,0,0,0.502215,1.999997,0.993619358,Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Eubacteriaceae(100);Anaerofustis(100);
Otu138,0.000507,1.00E-06,0.000412,6.40E-05,0,4.20E-05,0.303956,1.999997,0.993619358,Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Comamonadaceae(100);Comamonadaceae_unclassified(100);
Otu151,0,0,0,3.20E-05,0,3.20E-05,0.466667,1.999997,0.993619358,Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Comamonadaceae(100);Comamonas(100);
Otu152,0.000366,1.00E-06,0.000366,0,0,0,0.389297,1.999997,0.993619358,Bacteria(100);Actinobacteria(100);Actinobacteria(100);Coriobacteriales(100);Coriobacteriaceae(100);Eggerthella(100);
Otu153,0.00062,3.00E-06,0.00062,0,0,0,0.405582,1.999997,0.993619358,Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Pseudomonadales(100);Moraxellaceae(100);Psychrobacter(100);
Otu167,5.60E-05,0,5.60E-05,0,0,0,0.502215,1.999997,0.993619358,Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Comamonadaceae(100);Variovorax(100);
Otu173,5.60E-05,0,5.60E-05,0,0,0,0.502215,1.999997,0.993619358,Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodobacterales(100);Rhodobacteraceae(100);Rhodobacter(100);
Otu190,5.60E-05,0,5.60E-05,0,0,0,0.502215,1.999997,0.993619358,Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Hungatella(100);
Otu214,0,0,0,3.20E-05,0,3.20E-05,0.466667,1.999997,0.993619358,Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Pseudomonadales(100);Moraxellaceae(100);Enhydrobacter(100);
Otu004,0.038032,0.000227,0.005332,0.038057,3.40E-05,0.00219,0.992011,1.999997,1,Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_unclassified(100);
Otu007,0.053781,0.003224,0.020075,0.044496,0.001518,0.014725,0.803835,1.999997,1,Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);Veillonellaceae(100);Megasphaera(100);
Otu008,0.008395,7.30E-05,0.003031,0.007695,1.90E-05,0.001641,0.889385,1.999997,1,Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu009,0.002817,5.00E-06,0.000791,0.004186,1.50E-05,0.00146,0.55844,1.999997,1,Bacteria(100);Firmicutes(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);
Otu010,0.010339,5.70E-05,0.00267,0.008725,3.10E-05,0.002107,0.745791,1.999997,1,Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Faecalibacterium(100);
Otu011,0.018425,0.000119,0.00386,0.020413,0.00047,0.008195,0.882538,1.999997,1,Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Blautia(100);
Otu012,0.00786,7.00E-05,0.002957,0.011559,0.000206,0.005431,0.677835,1.999997,1,Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Pasteurellales(100);Pasteurellaceae(100);Pasteurellaceae_unclassified(100);
