OTU,mean.group1.,variance.group1.,stderr.group1.,mean.group2.,variance.group2.,stderr.group2.,p.value,sum.groupmeans,FDR.q.value,Taxonomy
Otu113,0.001095,8.00E-06,0.001095,0,0,0,0.381259,2.000006,0.953265698,Bacteria(100);Firmicutes(100);Bacilli(100);Bacilli_unclassified(100);Bacilli_unclassified(100);Bacilli_unclassified(100);
Otu117,0.000258,0,0.000258,0,0,0,0.381259,2.000006,0.953265698,Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Actinomycetales_unclassified(100);Actinomycetales_unclassified(100);
Otu125,6.40E-05,0,4.20E-05,0,0,0,0.50295,2.000006,0.953265698,Bacteria(100);Fibrobacteres(100);Fibrobacteria(100);Fibrobacterales(100);Fibrobacteraceae(100);Fibrobacter(100);
Otu132,0.000386,1.00E-06,0.000386,0,0,0,0.381259,2.000006,0.953265698,Bacteria(100);Chlamydiae(100);Chlamydiia(100);Chlamydiales(100);Chlamydiaceae(100);Chlamydia(100);
Otu139,0.001256,1.10E-05,0.001256,0,0,0,0.44916,2.000006,0.953265698,Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Pasteurellales(100);Pasteurellaceae(100);Haemophilus(100);
Otu147,6.40E-05,0,6.40E-05,0,0,0,0.50295,2.000006,0.953265698,Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Christensenellaceae(100);Christensenella(100);
Otu151,0,0,0,3.80E-05,0,3.80E-05,0.461538,2.000006,0.953265698,Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Comamonadaceae(100);Comamonas(100);
Otu158,0.00029,1.00E-06,0.00029,0,0,0,0.381259,2.000006,0.953265698,Bacteria(100);Proteobacteria(100);Deltaproteobacteria(100);Deltaproteobacteria_unclassified(100);Deltaproteobacteria_unclassified(100);Deltaproteobacteria_unclassified(100);
Otu166,0.000225,0,0.000225,0,0,0,0.44916,2.000006,0.953265698,Bacteria(100);Chlamydiae(100);Chlamydiia(100);Chlamydiales(100);Chlamydiales_unclassified(100);Chlamydiales_unclassified(100);
Otu173,0,0,0,3.80E-05,0,3.80E-05,0.461538,2.000006,0.953265698,Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodobacterales(100);Rhodobacteraceae(100);Rhodobacter(100);
Otu181,6.40E-05,0,6.40E-05,0,0,0,0.50295,2.000006,0.953265698,Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodobacterales(100);Rhodobacteraceae(100);Rhodobacteraceae_unclassified(100);
Otu188,0,0,0,3.80E-05,0,3.80E-05,0.461538,2.000006,0.953265698,Bacteria(100);Synergistetes(100);Synergistia(100);Synergistales(100);Synergistaceae(100);Synergistaceae_unclassified(100);
Otu197,6.40E-05,0,6.40E-05,0,0,0,0.50295,2.000006,0.953265698,Bacteria(100);Actinobacteria(100);Actinobacteria(100);Coriobacteriales(100);Coriobacteriaceae(100);Atopobium(100);
Otu211,0,0,0,3.80E-05,0,3.80E-05,0.461538,2.000006,0.953265698,Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lactonifactor(100);
Otu242,0,0,0,3.80E-05,0,3.80E-05,0.461538,2.000006,0.953265698,Bacteria(100);Bacteroidetes(100);Cytophagia(100);Cytophagales(100);Cytophagales_unclassified(100);Cytophagales_unclassified(100);
Otu246,0.002061,3.00E-05,0.002061,0,0,0,0.381259,2.000006,0.953265698,Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Methylophilales(100);Methylophilaceae(100);Methylophilus(100);
Otu289,6.40E-05,0,6.40E-05,0,0,0,0.50295,2.000006,0.953265698,Bacteria(100);Firmicutes(100);Erysipelotrichia(100);Erysipelotrichales(100);Erysipelotrichaceae(100);Eggerthia(100);
Otu323,6.40E-05,0,6.40E-05,0,0,0,0.50295,2.000006,0.953265698,Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_Incertae_Sedis_XI(100);Clostridiales_Incertae_Sedis_XI_unclassified(100);
