OTU,mean.group1.,variance.group1.,stderr.group1.,mean.group2.,variance.group2.,stderr.group2.,p.value,sum.groupmeans,FDR.q.value,Taxonomy
Otu001,0.211968,0.072108,0.109627,0.168413,0.035326,0.093976,0.878795,2.000005,1,Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Lactobacillaceae(100);Lactobacillus(100);
Otu002,0.140035,0.00959,0.03998,0.210446,0.02524,0.079435,0.658527,2.000005,1,Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100);
Otu003,0.079108,0.008018,0.036555,0.027834,0.00039,0.009869,0.154518,2.000005,1,Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);Veillonellaceae(100);Veillonellaceae_unclassified(100);
Otu004,0.011419,6.70E-05,0.00335,0.015607,0.00015,0.006115,0.753259,2.000005,1,Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_unclassified(100);
Otu005,0.009992,0.000107,0.004225,0.015889,0.000231,0.007601,0.716973,2.000005,1,Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);
Otu006,0.042972,0.00358,0.024426,0.189035,0.080297,0.141684,0.316804,2.000005,1,Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(100);Clostridiales_unclassified(100);
Otu007,0.048343,0.003319,0.023519,0.048513,0.003089,0.027788,0.991768,2.000005,1,Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);Veillonellaceae(100);Megasphaera(100);
Otu008,0.003568,2.20E-05,0.001904,0.008339,8.00E-05,0.004486,0.528875,2.000005,1,Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu009,0.00278,1.50E-05,0.001563,0.004057,1.40E-05,0.001874,0.794018,2.000005,1,Bacteria(100);Firmicutes(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);
Otu010,0.00909,8.30E-05,0.003726,0.019721,0.000515,0.011345,0.594598,2.000005,1,Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Faecalibacterium(100);
